Gender,Age,Annual Income,Profession,Bought
female,70,85312,Doctor,0
female,19,103174,Gamer,1
female,30,41283,Graphic Designer,1
male,66,138273,Teacher,0
female,72,129483,Graphic Designer,0
female,30,6524,Doctor,0
female,74,27807,Freelancer,0
female,22,104058,Student,0
male,61,62217,Graphic Designer,1
male,62,36546,Accountant,0
female,37,55114,Video Editor,0
male,36,127543,Software Engineer,1
male,59,46291,Teacher,0
male,26,49427,Student,1
male,75,79222,Software Engineer,1
female,31,52004,Graphic Designer,1
female,28,86081,Doctor,0
male,52,103711,Teacher,0
female,28,47655,Graphic Designer,1
female,48,72321,Freelancer,1
female,22,6430,Freelancer,1
female,22,128362,Software Engineer,1
female,28,24071,Doctor,0
male,69,104187,Video Editor,0
male,39,55828,Software Engineer,1
male,63,61321,Teacher,0
male,67,76244,Gamer,1
male,38,102264,Gamer,1
male,62,122902,Video Editor,0
male,56,84856,Accountant,0
male,66,92278,Business Professional,0
female,18,119837,Teacher,0
male,37,69913,Gamer,1
female,56,6878,Accountant,0
male,33,24983,Accountant,0
male,67,63081,Freelancer,1
female,40,117104,Graphic Designer,1
male,22,80185,Gamer,1
male,49,26560,Graphic Designer,1
female,43,49601,Graphic Designer,1
male,69,15711,Student,0
male,56,104537,Student,0
female,58,55932,Accountant,0
male,57,51037,Video Editor,0
male,47,118869,Doctor,0
female,66,45989,Doctor,0
male,57,103208,Graphic Designer,1
male,33,35074,Gamer,1
female,47,25561,Accountant,0
female,22,65712,Teacher,0
female,25,26219,Student,0
female,51,45885,Business Professional,0
female,39,129390,Graphic Designer,1
female,34,49361,Accountant,0
male,34,75786,Student,1
female,29,61162,Accountant,0
female,49,45341,Student,0
female,66,71510,Freelancer,0
male,64,71845,Gamer,1
male,27,38247,Software Engineer,1
male,31,43231,Software Engineer,1
female,30,136352,Freelancer,1
male,40,76321,Student,0
male,19,16205,Doctor,1
female,65,18960,Graphic Designer,0
female,49,39986,Gamer,1
female,52,14001,Student,0
female,51,45079,Teacher,0
female,70,4988,Video Editor,0
male,64,4735,Accountant,0
male,58,53374,Doctor,0
female,58,72829,Gamer,1
male,32,80431,Gamer,1
male,70,139506,Freelancer,1
female,40,38085,Student,0
male,56,6480,Business Professional,0
male,70,84252,Software Engineer,1
male,39,102771,Software Engineer,1
male,67,126890,Graphic Designer,1
female,41,37484,Gamer,1
female,43,52434,Gamer,1
male,64,3708,Gamer,1
male,43,131444,Gamer,1
female,54,86736,Accountant,0
female,55,98298,Video Editor,0
female,47,35578,Gamer,1
female,61,75848,Doctor,0
female,45,38446,Software Engineer,1
female,50,69784,Video Editor,0
male,55,50544,Business Professional,0
male,31,108343,Gamer,1
female,18,57145,Video Editor,1
female,63,35098,Gamer,1
female,63,7865,Teacher,0
male,57,24909,Accountant,0
female,53,129307,Video Editor,0
female,74,67092,Freelancer,0
male,21,62736,Student,1
female,59,38958,Software Engineer,1
female,51,18225,Video Editor,0
male,60,84280,Software Engineer,1
female,43,82733,Freelancer,1
male,62,108321,Student,0
female,32,28928,Business Professional,0
female,74,88814,Freelancer,0
male,29,25465,Gamer,1
male,23,71256,Doctor,1
female,50,109663,Graphic Designer,1
male,52,33563,Graphic Designer,1
male,59,81985,Doctor,0
female,27,120592,Business Professional,0
female,55,32567,Doctor,0
male,45,61446,Gamer,1
female,73,92506,Video Editor,0
female,29,75266,Graphic Designer,1
male,57,66779,Video Editor,0
female,26,36311,Software Engineer,1
male,75,24774,Gamer,1
male,39,37898,Teacher,0
female,69,88216,Doctor,0
female,29,83903,Business Professional,0
male,21,20646,Business Professional,1
male,19,33428,Freelancer,1
male,31,51588,Teacher,0
male,24,13681,Teacher,0
female,44,49343,Teacher,0
male,27,8026,Software Engineer,1
female,65,62479,Doctor,0
male,51,111669,Student,0
female,38,94466,Student,0
male,19,77279,Accountant,0
female,63,122145,Student,0
female,18,47982,Video Editor,1
male,44,55639,Gamer,1
female,48,125380,Accountant,0
male,55,93298,Graphic Designer,1
male,30,8828,Accountant,0
female,63,49112,Graphic Designer,0
female,21,37700,Gamer,1
female,72,101278,Accountant,0
male,26,58473,Business Professional,1
male,49,133828,Software Engineer,1
female,58,81688,Teacher,0
male,65,70984,Accountant,0
female,61,18041,Software Engineer,1
male,31,89309,Student,1
male,60,78162,Software Engineer,1
female,18,23689,Student,0
male,69,13162,Graphic Designer,1
male,69,52530,Accountant,0
female,18,47574,Doctor,0
female,37,55249,Software Engineer,1
male,55,70910,Accountant,0
male,28,103927,Software Engineer,1
male,71,118622,Doctor,0
male,64,138963,Teacher,0
male,60,35915,Freelancer,1
male,22,99608,Accountant,0
male,65,95567,Doctor,0
male,69,64673,Accountant,0
male,71,98233,Teacher,0
female,67,7999,Business Professional,0
female,22,126858,Software Engineer,1
male,74,63433,Teacher,0
female,51,128552,Doctor,0
female,38,55730,Video Editor,0
female,22,114940,Business Professional,0
male,74,67063,Teacher,0
male,45,61278,Business Professional,0
male,67,80846,Software Engineer,1
male,66,121380,Freelancer,1
female,23,125698,Business Professional,0
male,33,137588,Teacher,0
male,29,27523,Doctor,1
female,54,69660,Freelancer,1
female,46,87352,Doctor,0
male,38,13758,Video Editor,1
female,30,109915,Student,0
female,34,71565,Graphic Designer,1
female,51,106974,Doctor,0
female,31,82957,Doctor,0
male,41,102674,Software Engineer,1
male,25,62934,Business Professional,1
male,69,94923,Video Editor,0
female,28,114595,Video Editor,1
female,34,89659,Graphic Designer,1
male,53,91100,Gamer,1
male,30,21591,Graphic Designer,1
male,49,93824,Graphic Designer,1
male,30,80809,Teacher,0
female,65,123978,Student,0
female,59,78423,Freelancer,0
male,26,67600,Student,1
male,45,21360,Graphic Designer,1
female,43,59825,Student,0
male,67,110858,Video Editor,0
male,72,10353,Software Engineer,1
male,66,132003,Freelancer,1
female,47,80740,Software Engineer,1
male,44,66412,Freelancer,1
female,35,16250,Student,0
male,20,5033,Gamer,1
male,52,50656,Freelancer,1
male,44,83660,Doctor,0
female,52,68940,Software Engineer,1
male,33,17490,Gamer,1
female,74,47127,Graphic Designer,0
female,73,132464,Business Professional,0
male,45,39149,Gamer,1
female,19,56159,Freelancer,1
female,49,58550,Business Professional,0
female,26,56181,Accountant,0
male,61,115647,Business Professional,0
female,45,119683,Gamer,1
female,24,13535,Doctor,0
female,65,39430,Software Engineer,1
male,30,115642,Student,1
female,32,112638,Software Engineer,1
male,28,133186,Student,1
female,60,30523,Student,0
female,20,4727,Teacher,0
female,71,17548,Accountant,0
male,46,21542,Gamer,1
female,62,67536,Graphic Designer,0
female,35,117755,Gamer,1
male,34,9681,Doctor,1
male,45,106485,Business Professional,0
male,73,15578,Teacher,0
male,61,120933,Accountant,0
male,30,57184,Software Engineer,1
female,54,96962,Freelancer,1
female,64,68801,Freelancer,0
male,32,39235,Teacher,0
male,72,75751,Teacher,0
female,41,111302,Graphic Designer,1
female,33,55912,Graphic Designer,1
female,60,120100,Business Professional,0
female,52,11290,Business Professional,0
male,71,41286,Gamer,1
male,33,17624,Freelancer,1
male,67,76412,Student,0
male,26,138866,Accountant,0
female,21,49424,Student,0
female,67,11963,Accountant,0
male,71,3503,Software Engineer,0
male,24,68316,Graphic Designer,1
male,41,77418,Graphic Designer,1
female,39,59797,Graphic Designer,1
female,72,60742,Graphic Designer,0
male,51,88261,Graphic Designer,1
male,20,130476,Software Engineer,1
female,25,7308,Video Editor,1
male,72,119828,Graphic Designer,1
male,75,79251,Gamer,1
female,63,15332,Doctor,0
male,66,30501,Accountant,0
male,35,66725,Accountant,0
female,67,114020,Graphic Designer,0
male,42,46941,Graphic Designer,1
male,21,133128,Graphic Designer,1
male,64,99204,Gamer,1
male,59,79520,Graphic Designer,1
female,33,97746,Teacher,0
male,73,7272,Software Engineer,1
female,34,122712,Freelancer,1
female,68,52525,Video Editor,0
male,68,63944,Graphic Designer,1
female,47,44174,Doctor,0
female,51,66457,Student,0
male,28,69571,Software Engineer,1
female,41,107915,Gamer,1
female,20,85210,Graphic Designer,1
female,66,97041,Graphic Designer,0
female,55,78051,Software Engineer,1
female,36,36119,Software Engineer,1
female,23,117127,Accountant,0
female,52,86612,Doctor,0
male,25,97283,Accountant,0
male,37,59504,Gamer,1
male,39,116337,Software Engineer,1
male,39,14400,Software Engineer,1
male,69,11732,Gamer,1
female,29,46426,Student,0
male,41,87696,Business Professional,0
male,47,134609,Teacher,0
female,20,44176,Accountant,0
male,52,118371,Business Professional,0
female,73,105269,Accountant,0
male,37,82382,Student,0
female,22,48798,Video Editor,1
male,55,89657,Doctor,0
female,65,101636,Graphic Designer,0
male,62,31430,Gamer,1
male,72,69799,Video Editor,0
female,36,129252,Teacher,0
male,46,109133,Gamer,1
male,46,26186,Graphic Designer,1
female,21,77149,Teacher,0
female,58,34688,Accountant,0
female,35,62263,Software Engineer,1
male,31,120733,Accountant,0
female,34,47163,Video Editor,1
male,65,7174,Accountant,0
male,18,95778,Graphic Designer,1
female,39,26438,Student,0
female,30,14113,Business Professional,0
male,56,44443,Doctor,0
female,21,103936,Video Editor,1
female,21,79113,Teacher,0
female,65,126035,Freelancer,0
female,19,16512,Accountant,0
male,64,46468,Teacher,0
female,20,112922,Accountant,0
female,31,74025,Teacher,0
male,31,25420,Video Editor,1
female,61,97139,Business Professional,0
male,23,92867,Gamer,1
male,31,137399,Doctor,1
female,43,38257,Gamer,1
female,19,37530,Business Professional,0
female,60,66015,Accountant,0
female,46,72715,Freelancer,1
female,34,96106,Doctor,0
male,64,136597,Graphic Designer,1
male,32,85008,Gamer,1
male,68,132851,Student,0
male,18,102321,Video Editor,1
male,67,32179,Software Engineer,1
female,62,25329,Teacher,0
male,43,52300,Software Engineer,1
female,38,46585,Freelancer,1
female,63,136169,Doctor,0
male,70,105687,Gamer,1
female,24,134798,Gamer,1
female,53,107942,Gamer,1
female,25,16137,Graphic Designer,1
male,27,70833,Accountant,0
male,55,29968,Doctor,0
female,62,52887,Accountant,0
male,48,58747,Accountant,0
female,58,104449,Doctor,0
female,52,82049,Business Professional,0
male,51,12041,Teacher,0
female,62,125116,Gamer,1
female,70,68878,Freelancer,0
female,57,19440,Software Engineer,1
female,39,13243,Doctor,0
female,23,137823,Graphic Designer,1
female,25,119046,Gamer,1
male,30,47277,Software Engineer,1
male,21,114160,Student,1
female,27,103244,Doctor,0
male,66,121031,Gamer,1
female,50,131854,Gamer,1
male,62,28715,Doctor,0
female,19,125644,Doctor,0
female,28,111769,Freelancer,1
female,19,69919,Freelancer,1
male,37,15924,Teacher,0
female,33,131734,Business Professional,0
female,44,94423,Accountant,0
female,64,51492,Gamer,1
female,66,118022,Freelancer,0
male,51,105781,Gamer,1
female,32,33644,Graphic Designer,1
female,48,19121,Video Editor,0
male,57,74788,Video Editor,0
male,19,40131,Student,1
female,19,109184,Software Engineer,1
female,54,71207,Student,0
male,30,89577,Software Engineer,1
female,55,91256,Gamer,1
female,23,51054,Gamer,1
female,70,106124,Gamer,1
female,41,84064,Freelancer,1
female,55,23046,Freelancer,0
female,63,100617,Software Engineer,1
male,33,37535,Accountant,0
female,58,73231,Gamer,1
male,18,121071,Software Engineer,1
male,53,29399,Gamer,1
female,47,67020,Business Professional,0
female,54,77786,Business Professional,0
male,74,13484,Teacher,0
male,68,19390,Student,0
female,27,71387,Graphic Designer,1
male,62,13306,Gamer,1
male,51,90753,Video Editor,1
male,60,121776,Student,0
female,72,5290,Accountant,0
female,48,127829,Business Professional,0
male,57,101040,Accountant,0
female,34,65718,Student,0
female,50,49666,Freelancer,1
male,37,50734,Doctor,0
male,29,8187,Software Engineer,1
male,56,119809,Business Professional,0
male,48,58305,Graphic Designer,1
male,55,14629,Business Professional,0
male,73,100848,Business Professional,0
female,43,133666,Business Professional,0
female,75,61961,Accountant,0
female,71,78345,Teacher,0
male,31,91435,Accountant,0
female,20,72199,Teacher,0
female,24,114766,Software Engineer,1
female,19,71314,Software Engineer,1
male,18,13645,Doctor,1
male,46,72699,Gamer,1
female,31,65116,Teacher,0
female,43,117422,Graphic Designer,1
male,44,54626,Accountant,0
male,18,7811,Accountant,0
male,49,30354,Software Engineer,1
male,65,63425,Video Editor,0
male,61,128485,Gamer,1
female,54,74277,Freelancer,1
male,26,85815,Graphic Designer,1
male,55,17702,Freelancer,1
female,59,90226,Gamer,1
male,67,83694,Software Engineer,1
male,49,19337,Business Professional,0
female,55,50137,Doctor,0
male,49,77779,Freelancer,1
female,57,35755,Video Editor,0
female,73,80840,Gamer,1
male,49,37061,Doctor,0
female,55,17396,Graphic Designer,0
female,73,69145,Freelancer,0
female,49,88765,Freelancer,1
male,57,49627,Freelancer,1
female,51,110344,Graphic Designer,1
male,52,139147,Gamer,1
female,54,119277,Business Professional,0
female,18,58017,Software Engineer,1
female,44,43396,Video Editor,0
male,19,13499,Video Editor,1
male,50,129213,Doctor,0
male,65,134973,Student,0
female,53,36418,Software Engineer,1
female,42,39318,Freelancer,1
male,19,110242,Doctor,1
female,29,82674,Doctor,0
male,39,73763,Teacher,0
male,56,55461,Teacher,0
male,22,38079,Student,1
female,50,57678,Student,0
female,27,69990,Doctor,0
male,59,127559,Accountant,0
female,36,99531,Graphic Designer,1
female,27,27002,Teacher,0
female,59,127574,Business Professional,0
female,75,95537,Software Engineer,1
female,53,42095,Business Professional,0
male,55,119804,Freelancer,1
female,66,86699,Freelancer,0
male,39,55582,Teacher,0
female,36,104958,Freelancer,1
female,42,111325,Video Editor,0
female,47,71766,Freelancer,1
female,40,22883,Doctor,0
male,55,119615,Gamer,1
female,54,120309,Freelancer,1
female,30,29939,Accountant,0
female,30,23770,Freelancer,1
male,37,100325,Accountant,0
male,36,33220,Graphic Designer,1
female,65,47242,Business Professional,0
female,72,131982,Doctor,0
male,64,121111,Business Professional,0
male,22,119273,Business Professional,1
female,46,85312,Gamer,1
male,47,118590,Doctor,0
female,73,121742,Gamer,1
male,56,124506,Teacher,0
female,74,55198,Graphic Designer,0
female,56,109531,Accountant,0
male,70,54874,Graphic Designer,1
female,74,28181,Teacher,0
female,48,46127,Gamer,1
female,51,32013,Software Engineer,1
male,36,132773,Teacher,0
male,18,88000,Freelancer,1
female,48,112228,Doctor,0
female,29,81525,Student,0
female,34,107803,Software Engineer,1
female,20,11250,Gamer,1
female,44,40606,Business Professional,0
male,38,99947,Accountant,0
female,28,124555,Software Engineer,1
female,74,100793,Software Engineer,1
male,37,38717,Doctor,0
male,57,136509,Gamer,1
male,55,82546,Graphic Designer,1
female,38,135278,Graphic Designer,1
female,63,64848,Software Engineer,1
male,49,22541,Doctor,0
male,27,118903,Student,1
male,39,19180,Gamer,1
male,37,121716,Doctor,0
male,31,66328,Video Editor,1
female,33,32974,Graphic Designer,1
female,62,93819,Teacher,0
female,56,123961,Graphic Designer,0
male,22,86332,Teacher,0
female,69,132861,Doctor,0
female,49,135858,Freelancer,1
male,73,95148,Accountant,0
male,19,4199,Doctor,0
female,51,12961,Software Engineer,1
male,71,45266,Software Engineer,1
female,70,76127,Doctor,0
male,32,53152,Software Engineer,1
male,34,15352,Teacher,0
male,63,15685,Gamer,1
male,49,83945,Freelancer,1
male,62,73579,Doctor,0
male,42,19969,Doctor,0
female,37,138954,Doctor,0
male,21,54444,Freelancer,1
female,39,41235,Gamer,1
male,69,114117,Video Editor,0
female,53,135247,Gamer,1
male,47,101508,Teacher,0
female,68,9990,Accountant,0
female,65,78764,Doctor,0
male,26,6467,Video Editor,1
male,23,121835,Business Professional,1
male,74,94384,Business Professional,0
female,27,74476,Graphic Designer,1
female,21,81487,Freelancer,1
female,61,39077,Business Professional,0
female,34,44153,Doctor,0
male,71,123635,Doctor,0
male,59,57722,Video Editor,0
female,45,75696,Teacher,0
female,65,5586,Teacher,0
male,24,132140,Business Professional,1
male,71,133284,Accountant,0
male,22,45750,Business Professional,1
male,53,123308,Teacher,0
female,48,99269,Gamer,1
female,46,13104,Accountant,0
male,28,17819,Student,1
female,71,11564,Teacher,0
male,36,6999,Gamer,1
male,40,111798,Video Editor,1
female,18,20223,Student,0
female,35,46115,Accountant,0
female,27,81612,Doctor,0
female,28,18235,Doctor,0
female,60,86481,Student,0
female,49,111808,Teacher,0
male,46,102877,Teacher,0
male,29,91518,Graphic Designer,1
male,62,101009,Freelancer,1
male,32,97279,Teacher,0
male,71,54706,Software Engineer,1
male,28,100743,Video Editor,1
female,28,63592,Student,0
female,28,110309,Freelancer,1
female,50,10637,Accountant,0
male,74,104330,Student,0
male,48,40167,Graphic Designer,1
female,65,29957,Business Professional,0
male,21,87749,Student,1
female,38,14699,Accountant,0
male,62,106508,Gamer,1
male,53,62627,Freelancer,1
female,59,138234,Gamer,1
female,43,47362,Doctor,0
female,51,69831,Student,0
male,34,112697,Software Engineer,1
female,34,24726,Accountant,0
male,45,136565,Software Engineer,1
female,18,12889,Business Professional,0
female,57,15285,Business Professional,0
female,74,75926,Gamer,1
female,22,122435,Gamer,1
male,47,131781,Graphic Designer,1
male,30,120715,Freelancer,1
male,60,67654,Teacher,0
male,43,6104,Gamer,1
female,74,122182,Teacher,0
female,48,56911,Teacher,0
male,53,46577,Doctor,0
female,46,73026,Video Editor,0
female,68,76502,Accountant,0
female,49,51672,Student,0
female,40,44231,Business Professional,0
male,19,11319,Teacher,0
male,23,30893,Doctor,1
female,63,17369,Software Engineer,1
male,26,59082,Gamer,1
male,37,29433,Student,0
female,37,84195,Student,0
male,48,95747,Business Professional,0
female,54,21146,Accountant,0
female,63,51983,Graphic Designer,0
male,65,82675,Accountant,0
female,20,139213,Doctor,0
female,57,65411,Accountant,0
male,18,80470,Student,1
male,58,91438,Business Professional,0
female,20,71551,Accountant,0
female,32,120727,Teacher,0
female,47,30632,Video Editor,0
male,41,15091,Video Editor,1
female,58,73674,Teacher,0
male,64,75733,Student,0
female,60,107423,Freelancer,0
male,73,124807,Doctor,0
female,61,28934,Business Professional,0
male,58,110440,Gamer,1
male,25,127301,Doctor,1
female,25,17319,Student,0
female,66,111516,Gamer,1
female,46,139997,Business Professional,0
female,64,46848,Business Professional,0
female,47,24365,Student,0
male,35,63512,Gamer,1
male,20,102538,Business Professional,1
male,36,37136,Video Editor,1
male,50,127247,Business Professional,0
female,75,96874,Business Professional,0
female,74,116078,Business Professional,0
male,36,9826,Business Professional,0
female,75,10846,Video Editor,0
male,48,44827,Video Editor,1
female,72,94033,Accountant,0
male,59,96802,Graphic Designer,1
male,55,45403,Graphic Designer,1
male,47,107690,Freelancer,1
male,35,52860,Graphic Designer,1
male,20,128591,Video Editor,1
female,68,92393,Doctor,0
female,53,105890,Software Engineer,1
female,46,51281,Accountant,0
male,40,18007,Doctor,0
male,37,123009,Business Professional,0
male,34,20975,Teacher,0
female,69,82268,Software Engineer,1
male,46,86080,Freelancer,1
female,20,62046,Graphic Designer,1
male,24,76213,Doctor,1
male,73,11631,Student,0
female,45,40890,Software Engineer,1
male,72,60487,Gamer,1
female,75,10803,Gamer,1
female,40,61047,Gamer,1
male,59,50536,Gamer,1
female,66,120624,Video Editor,0
male,23,115693,Student,1
female,73,96202,Student,0
male,18,131318,Student,1
male,60,94725,Doctor,0
male,35,38369,Accountant,0
female,27,69045,Freelancer,1
female,51,48604,Video Editor,0
female,39,10962,Business Professional,0
male,23,21135,Business Professional,1
female,39,108902,Freelancer,1
male,71,88886,Freelancer,1
male,32,26963,Graphic Designer,1
female,26,128906,Video Editor,1
male,34,7697,Freelancer,1
female,34,106246,Software Engineer,1
male,44,39220,Video Editor,1
female,28,118314,Business Professional,0
female,36,33211,Gamer,1
female,34,78050,Software Engineer,1
female,49,7809,Video Editor,0
female,59,54890,Software Engineer,1
female,41,103195,Video Editor,0
male,51,100637,Graphic Designer,1
female,50,96306,Business Professional,0
male,36,61383,Video Editor,1
female,61,17255,Video Editor,0
male,58,21465,Video Editor,0
male,36,100433,Business Professional,0
female,48,16981,Software Engineer,1
male,31,115101,Gamer,1
female,40,72803,Software Engineer,1
male,34,26584,Software Engineer,1
male,53,17402,Student,0
female,46,5021,Gamer,1
male,45,99586,Freelancer,1
male,52,63741,Teacher,0
female,34,50967,Gamer,1
female,55,47737,Teacher,0
female,31,23568,Doctor,0
male,37,42971,Business Professional,0
male,35,45593,Graphic Designer,1
male,47,113258,Doctor,0
female,70,71603,Software Engineer,1
female,50,32688,Freelancer,1
female,50,75461,Business Professional,0
female,29,23469,Freelancer,1
female,45,22508,Software Engineer,1
female,64,112242,Freelancer,0
male,48,138145,Doctor,0
female,26,100792,Graphic Designer,1
female,69,87195,Graphic Designer,0
female,74,67865,Freelancer,0
female,52,89593,Freelancer,1
female,37,79691,Business Professional,0
male,29,76629,Graphic Designer,1
female,62,99321,Video Editor,0
male,75,46200,Freelancer,1
female,38,31468,Teacher,0
male,34,115986,Student,1
female,36,30886,Freelancer,1
female,29,24849,Graphic Designer,1
female,57,132554,Student,0
female,71,41554,Software Engineer,1
female,24,39237,Software Engineer,1
female,56,108602,Teacher,0
male,70,39276,Software Engineer,1
male,34,132154,Freelancer,1
female,19,24203,Business Professional,0
male,32,94217,Graphic Designer,1
male,68,111250,Graphic Designer,1
male,23,31403,Teacher,0
male,30,36257,Freelancer,1
male,33,134507,Software Engineer,1
male,66,7759,Gamer,1
male,70,43821,Doctor,0
male,56,12565,Doctor,0
female,65,121128,Freelancer,0
male,19,5123,Gamer,1
male,62,84617,Freelancer,1
male,44,30787,Business Professional,0
female,26,133305,Video Editor,1
male,37,13591,Gamer,1
male,32,3540,Student,0
female,57,92836,Video Editor,0
male,42,13744,Doctor,0
female,62,17604,Graphic Designer,0
male,50,94744,Business Professional,0
female,50,103879,Teacher,0
female,51,117757,Business Professional,0
male,66,31933,Freelancer,1
male,64,86945,Doctor,0
male,62,47597,Accountant,0
female,58,122007,Gamer,1
male,67,132270,Video Editor,0
female,55,77750,Business Professional,0
female,37,101760,Student,0
female,52,29772,Business Professional,0
male,63,72483,Graphic Designer,1
male,54,30199,Gamer,1
female,27,117044,Video Editor,1
female,69,124238,Student,0
female,60,4103,Student,0
male,70,52732,Gamer,1
male,22,135648,Software Engineer,1
female,48,79261,Video Editor,0
female,30,131098,Business Professional,0
female,20,94178,Software Engineer,1
female,74,9286,Video Editor,0
female,30,123165,Graphic Designer,1
female,43,62518,Accountant,0
female,72,74097,Doctor,0
male,24,135685,Video Editor,1
male,23,4188,Graphic Designer,1
male,39,123306,Student,0
male,66,26416,Freelancer,1
female,72,59297,Accountant,0
male,72,37735,Graphic Designer,1
male,26,137362,Video Editor,1
female,46,118263,Graphic Designer,1
male,75,27576,Gamer,1
female,25,77492,Video Editor,1
female,51,109615,Accountant,0
female,69,70676,Graphic Designer,0
male,74,110167,Graphic Designer,1
female,46,49162,Software Engineer,1
female,69,32799,Business Professional,0
female,74,90583,Teacher,0
female,74,98360,Business Professional,0
female,38,81966,Video Editor,0
female,46,83915,Teacher,0
female,56,121239,Student,0
female,22,61425,Accountant,0
male,47,128151,Doctor,0
male,33,139584,Teacher,0
female,20,68608,Software Engineer,1
male,25,78024,Video Editor,1
female,38,44207,Graphic Designer,1
male,26,103045,Accountant,0
male,18,115489,Video Editor,1
male,49,136058,Student,0
female,50,131384,Software Engineer,1
female,60,27477,Gamer,1
female,52,135807,Freelancer,1
male,64,99667,Business Professional,0
female,54,64794,Doctor,0
male,32,81534,Teacher,0
male,73,19150,Student,0
male,39,121524,Teacher,0
male,64,8555,Doctor,0
female,59,122676,Student,0
female,64,95797,Freelancer,0
female,61,4461,Student,0
male,54,49362,Video Editor,1
male,38,123933,Doctor,0
female,55,52385,Video Editor,0
female,61,78792,Video Editor,0
female,65,64165,Doctor,0
male,21,66209,Software Engineer,1
male,39,84746,Gamer,1
male,56,61765,Business Professional,0
female,43,82039,Accountant,0
male,54,87803,Accountant,0
female,38,12153,Freelancer,1
female,33,47946,Student,0
male,59,136810,Doctor,0
female,25,133878,Video Editor,1
female,65,27128,Student,0
male,25,13803,Video Editor,1
female,49,88844,Gamer,1
female,26,100476,Graphic Designer,1
male,23,86074,Graphic Designer,1
male,51,18834,Business Professional,0
male,59,90825,Teacher,0
male,68,109065,Doctor,0
female,50,130755,Student,0
male,73,64917,Graphic Designer,1
male,67,33326,Graphic Designer,1
male,19,110024,Gamer,1
female,41,127877,Teacher,0
female,57,78755,Accountant,0
male,75,108283,Video Editor,0
male,49,118974,Video Editor,1
female,61,78211,Software Engineer,1
female,71,97261,Accountant,0
male,26,19016,Teacher,0
male,53,64293,Graphic Designer,1
male,32,15772,Graphic Designer,1
female,54,31636,Student,0
female,63,106859,Student,0
male,56,19956,Doctor,0
male,53,135842,Freelancer,1
male,68,15407,Freelancer,1
male,33,29257,Doctor,1
female,62,81106,Video Editor,0
female,42,100640,Video Editor,0
female,38,91184,Business Professional,0
male,36,46743,Accountant,0
female,36,67809,Doctor,0
male,55,57090,Teacher,0
male,22,132627,Doctor,1
female,50,134993,Software Engineer,1
female,63,129950,Business Professional,0
female,19,29839,Graphic Designer,1
male,35,127744,Gamer,1
male,62,82092,Teacher,0
female,56,68201,Accountant,0
female,23,13438,Student,0
female,23,39449,Student,0
male,39,120371,Doctor,0
female,43,49970,Teacher,0
female,34,9383,Business Professional,0
male,38,48623,Graphic Designer,1
female,38,112944,Video Editor,0
female,66,13713,Gamer,1
male,26,86271,Business Professional,1
female,74,60245,Business Professional,0
male,26,41443,Graphic Designer,1
female,63,22008,Accountant,0
male,51,37183,Business Professional,0
female,73,135152,Freelancer,0
female,54,24616,Software Engineer,1
male,70,43354,Accountant,0
male,71,122611,Doctor,0
male,47,69458,Freelancer,1
male,42,79846,Gamer,1
male,74,102888,Doctor,0
female,59,67721,Freelancer,0
female,73,101206,Doctor,0
male,75,90423,Student,0
male,50,59814,Gamer,1
female,42,93668,Doctor,0
male,50,20618,Video Editor,1
male,23,53303,Business Professional,1
female,66,137185,Graphic Designer,0
male,35,15217,Gamer,1
male,24,61330,Software Engineer,1
male,30,36362,Teacher,0
male,28,14089,Doctor,1
male,26,79816,Teacher,0
male,41,85358,Student,0
female,69,52574,Student,0
male,67,31922,Gamer,1
female,33,86129,Accountant,0
female,57,63942,Teacher,0
female,63,38947,Graphic Designer,0
female,41,84403,Doctor,0
female,59,86228,Gamer,1
female,35,122827,Teacher,0
male,49,60656,Business Professional,0
male,69,85303,Video Editor,0
female,72,123980,Graphic Designer,0
female,59,31424,Doctor,0
male,69,63380,Teacher,0
female,25,42646,Teacher,0
male,44,71011,Accountant,0
female,23,44421,Doctor,0
female,42,90205,Student,0
female,43,111474,Accountant,0
male,70,76890,Graphic Designer,1
male,49,119126,Freelancer,1
male,62,133737,Doctor,0
female,72,131047,Software Engineer,1
female,66,89099,Freelancer,0
female,28,124965,Student,0
male,75,85093,Accountant,0
male,50,37583,Freelancer,1
male,59,46735,Accountant,0
female,68,78948,Graphic Designer,0
male,24,72138,Student,1
female,19,91681,Graphic Designer,1
male,39,126376,Teacher,0
female,28,131541,Freelancer,1
female,18,105830,Video Editor,1
male,55,121959,Video Editor,0
male,62,114173,Software Engineer,1
male,43,106654,Student,0
male,28,90350,Accountant,0
female,28,15706,Graphic Designer,1
male,41,70700,Gamer,1
male,19,100697,Graphic Designer,1
female,24,61014,Freelancer,1
male,58,70493,Student,0
female,53,36672,Software Engineer,1
female,39,115650,Doctor,0
female,40,22886,Video Editor,0
male,75,75027,Graphic Designer,1
female,23,74828,Gamer,1
male,59,69132,Graphic Designer,1
male,25,125268,Teacher,0
female,25,125820,Software Engineer,1
female,39,100132,Graphic Designer,1
male,34,95015,Teacher,0
male,65,10655,Doctor,0
female,18,11935,Teacher,0
female,36,61408,Business Professional,0
male,56,32184,Business Professional,0
female,56,128378,Teacher,0
female,32,70986,Student,0
male,41,134631,Graphic Designer,1
male,63,134606,Graphic Designer,1
male,30,94205,Doctor,1
male,24,66317,Doctor,1
female,20,58634,Accountant,0
